Datum;Open;Close;Arbeitslosenquote;Verbraucherpreisindex;Leitzins;Wechselkurs EUR/USD;CompanyName;StockName
2012-02-15;6807.549805;6757.939941;7.4;91.2;0.25;1.31337;DAX;DAX
2012-02-16;6665.240234;6751.959961;7.4;91.2;0.25;1.305807;DAX;DAX
2012-02-17;6811.02002;6848.029785;7.4;91.2;0.25;1.31268;DAX;DAX
2012-02-20;6892.040039;6948.25;7.4;91.2;0.25;1.322716;DAX;DAX
2012-02-21;6936.910156;6908.180176;7.4;91.2;0.25;1.320481;DAX;DAX
2012-02-22;6914.680176;6843.870117;7.4;91.2;0.25;1.324328;DAX;DAX
2012-02-23;6838.939941;6809.459961;7.4;91.2;0.25;1.325574;DAX;DAX
2012-02-24;6871.25;6864.430176;7.4;91.2;0.25;1.337363;DAX;DAX
2012-02-27;6817.459961;6849.600098;7.4;91.2;0.25;1.346711;DAX;DAX
2012-02-28;6867.22998;6887.629883;7.4;91.2;0.25;1.340662;DAX;DAX
2012-02-29;6914.660156;6856.080078;7.4;91.2;0.25;1.3478;DAX;DAX
2012-03-01;6831.970215;6941.77002;7.2;91.7;0.25;1.33209;DAX;DAX
2012-03-02;6944.450195;6921.370117;7.2;91.7;0.25;1.332268;DAX;DAX
2012-03-05;6876.890137;6866.459961;7.2;91.7;0.25;1.318618;DAX;DAX
2012-03-06;6835.970215;6633.109863;7.2;91.7;0.25;1.322576;DAX;DAX
2012-03-07;6638.47998;6671.109863;7.2;91.7;0.25;1.312336;DAX;DAX
2012-03-08;6723.330078;6834.540039;7.2;91.7;0.25;1.313991;DAX;DAX
2012-03-09;6848.52002;6880.209961;7.2;91.7;0.25;1.327492;DAX;DAX
2012-03-12;6868.970215;6901.350098;7.2;91.7;0.25;1.312508;DAX;DAX
2012-03-13;6957.25;6995.910156;7.2;91.7;0.25;1.316829;DAX;DAX
2012-03-14;7028.919922;7079.419922;7.2;91.7;0.25;1.308044;DAX;DAX
2012-03-15;7093.970215;7144.450195;7.2;91.7;0.25;1.302253;DAX;DAX
2012-03-16;7145.779785;7157.819824;7.2;91.7;0.25;1.307873;DAX;DAX
2012-03-19;7143.930176;7154.220215;7.2;91.7;0.25;1.317714;DAX;DAX
2012-03-20;7121.919922;7054.939941;7.2;91.7;0.25;1.322926;DAX;DAX
2012-03-21;7088.759766;7071.319824;7.2;91.7;0.25;1.323767;DAX;DAX
2012-03-22;7053.419922;6981.259766;7.2;91.7;0.25;1.321877;DAX;DAX
2012-03-23;6986.899902;6995.620117;7.2;91.7;0.25;1.320481;DAX;DAX
2012-03-26;7022.640137;7079.22998;7.2;91.7;0.25;1.328304;DAX;DAX
2012-03-27;7106.77002;7078.899902;7.2;91.7;0.25;1.336005;DAX;DAX
2012-03-28;7056.049805;6998.799805;7.2;91.7;0.25;1.332871;DAX;DAX
2012-03-29;6980.089844;6875.149902;7.2;91.7;0.25;1.332623;DAX;DAX
2012-03-30;6924.819824;6946.830078;7.2;91.7;0.25;1.331381;DAX;DAX
2012-04-02;6973.990234;7056.649902;7;91.6;0.25;1.335827;DAX;DAX
2012-04-03;7053.910156;6982.279785;7;91.6;0.25;1.333333;DAX;DAX
2012-04-04;6940.609863;6784.060059;7;91.6;0.25;1.322524;DAX;DAX
2012-04-05;6817.850098;6775.259766;7;91.6;0.25;1.314406;DAX;DAX
2012-04-10;6694.720215;6606.430176;7;91.6;0.25;1.311131;DAX;DAX
2012-04-11;6628.660156;6674.72998;7;91.6;0.25;1.30736;DAX;DAX
2012-04-12;6710.370117;6743.240234;7;91.6;0.25;1.311992;DAX;DAX
2012-04-13;6732.069824;6583.899902;7;91.6;0.25;1.318913;DAX;DAX
2012-04-16;6556.299805;6625.189941;7;91.6;0.25;1.305653;DAX;DAX
2012-04-17;6625.709961;6801;7;91.6;0.25;1.31268;DAX;DAX
2012-04-18;6780.490234;6732.029785;7;91.6;0.25;1.313543;DAX;DAX
2012-04-19;6775.459961;6671.220215;7;91.6;0.25;1.311992;DAX;DAX
2012-04-20;6689.709961;6750.120117;7;91.6;0.25;1.314579;DAX;DAX
2012-04-23;6666.790039;6523;7;91.6;0.25;1.320481;DAX;DAX
2012-04-24;6566.109863;6590.410156;7;91.6;0.25;1.315201;DAX;DAX
2012-04-25;6622.959961;6704.5;7;91.6;0.25;1.319784;DAX;DAX
2012-04-26;6702.609863;6739.899902;7;91.6;0.25;1.323276;DAX;DAX
2012-04-27;6662.310059;6801.319824;7;91.6;0.25;1.319087;DAX;DAX
2012-04-30;6844.100098;6761.189941;7;91.6;0.25;1.324152;DAX;DAX
2012-05-02;6861.299805;6710.77002;6.7;91.5;0.25;1.323977;DAX;DAX
2012-05-03;6749.27002;6694.439941;6.7;91.5;0.25;1.314752;DAX;DAX
2012-05-04;6682.959961;6561.470215;6.7;91.5;0.25;1.315616;DAX;DAX
2012-05-07;6515.939941;6569.47998;6.7;91.5;0.25;1.297034;DAX;DAX
2012-05-08;6548.740234;6444.740234;6.7;91.5;0.25;1.306165;DAX;DAX
2012-05-09;6483.27002;6475.310059;6.7;91.5;0.25;1.299545;DAX;DAX
2012-05-10;6531.149902;6518;6.7;91.5;0.25;1.293661;DAX;DAX
2012-05-11;6465.189941;6579.930176;6.7;91.5;0.25;1.293494;DAX;DAX
2012-05-14;6499.790039;6451.970215;6.7;91.5;0.25;1.28999;DAX;DAX
2012-05-15;6501.930176;6401.060059;6.7;91.5;0.25;1.283203;DAX;DAX
2012-05-16;6344.919922;6384.259766;6.7;91.5;0.25;1.273561;DAX;DAX
2012-05-17;6401.149902;6308.959961;6.7;91.5;0.25;1.273075;DAX;DAX
2012-05-18;6254.819824;6271.220215;6.7;91.5;0.25;1.269841;DAX;DAX
2012-05-21;6269.310059;6331.040039;6.7;91.5;0.25;1.277302;DAX;DAX
2012-05-22;6381.830078;6435.600098;6.7;91.5;0.25;1.281066;DAX;DAX
2012-05-23;6352.430176;6285.75;6.7;91.5;0.25;1.266464;DAX;DAX
2012-05-24;6338.120117;6315.890137;6.7;91.5;0.25;1.256124;DAX;DAX
2012-05-25;6334.149902;6339.939941;6.7;91.5;0.25;1.253604;DAX;DAX
2012-05-28;6425.100098;6323.189941;6.7;91.5;0.25;1.256913;DAX;DAX
2012-05-29;6396.649902;6396.839844;6.7;91.5;0.25;1.252505;DAX;DAX
2012-05-30;6360.790039;6280.799805;6.7;91.5;0.25;1.247816;DAX;DAX
2012-05-31;6297.680176;6264.379883;6.7;91.5;0.25;1.237471;DAX;DAX
2012-06-01;6259.759766;6050.290039;6.6;91.4;0.25;1.236247;DAX;DAX
2012-06-04;5976.459961;5978.22998;6.6;91.4;0.25;1.240233;DAX;DAX
2012-06-05;5999.859863;5969.399902;6.6;91.4;0.25;1.250938;DAX;DAX
2012-06-06;6028.359863;6093.990234;6.6;91.4;0.25;1.246261;DAX;DAX
2012-06-07;6117.759766;6144.220215;6.6;91.4;0.25;1.257387;DAX;DAX
2012-06-08;6082.629883;6130.819824;6.6;91.4;0.25;1.257071;DAX;DAX
2012-06-11;6255.649902;6141.049805;6.6;91.4;0.25;1.264542;DAX;DAX
2012-06-12;6141.919922;6161.240234;6.6;91.4;0.25;1.247816;DAX;DAX
2012-06-13;6183.799805;6152.490234;6.6;91.4;0.25;1.250469;DAX;DAX
2012-06-14;6146.919922;6138.609863;6.6;91.4;0.25;1.257387;DAX;DAX
2012-06-15;6164.560059;6229.410156;6.6;91.4;0.25;1.262786;DAX;DAX
2012-06-18;6304.77002;6248.200195;6.6;91.4;0.25;1.270487;DAX;DAX
2012-06-19;6254.77002;6363.359863;6.6;91.4;0.25;1.259763;DAX;DAX
2012-06-20;6364.060059;6392.129883;6.6;91.4;0.25;1.26807;DAX;DAX
2012-06-21;6357.25;6343.129883;6.6;91.4;0.25;1.26807;DAX;DAX
2012-06-22;6273.100098;6263.25;6.6;91.4;0.25;1.255178;DAX;DAX
2012-06-25;6229.430176;6132.390137;6.6;91.4;0.25;1.253761;DAX;DAX
2012-06-26;6157.839844;6136.689941;6.6;91.4;0.25;1.250469;DAX;DAX
2012-06-27;6155.910156;6228.990234;6.6;91.4;0.25;1.248751;DAX;DAX
2012-06-28;6232.120117;6149.910156;6.6;91.4;0.25;1.247349;DAX;DAX
2012-06-29;6296.740234;6416.279785;6.6;91.4;0.25;1.244091;DAX;DAX
2012-07-02;6405.390137;6496.080078;6.8;91.7;0;1.265518;DAX;DAX
2012-07-03;6508.330078;6578.209961;6.8;91.7;0;1.258178;DAX;DAX
2012-07-04;6564.299805;6564.799805;6.8;91.7;0;1.260557;DAX;DAX
2012-07-05;6561.77002;6535.560059;6.8;91.7;0;1.251627;DAX;DAX
2012-07-06;6508.220215;6410.109863;6.8;91.7;0;1.239157;DAX;DAX
2012-07-09;6408.640137;6387.569824;6.8;91.7;0;1.227144;DAX;DAX
2012-07-10;6397.459961;6438.330078;6.8;91.7;0;1.23183;DAX;DAX
2012-07-11;6413.169922;6453.850098;6.8;91.7;0;1.22564;DAX;DAX
2012-07-12;6410.939941;6419.350098;6.8;91.7;0;1.224725;DAX;DAX
2012-07-13;6446.220215;6557.100098;6.8;91.7;0;1.219274;DAX;DAX
2012-07-16;6550.950195;6565.720215;6.8;91.7;0;1.22489;DAX;DAX
2012-07-17;6583.77002;6577.640137;6.8;91.7;0;1.226843;DAX;DAX
2012-07-18;6601.709961;6684.419922;6.8;91.7;0;1.229559;DAX;DAX
2012-07-19;6706.990234;6758.390137;6.8;91.7;0;1.227747;DAX;DAX
2012-07-20;6741.899902;6630.02002;6.8;91.7;0;1.227687;DAX;DAX
2012-07-23;6561.870117;6419.330078;6.8;91.7;0;1.212709;DAX;DAX
2012-07-24;6420.819824;6390.410156;6.8;91.7;0;1.212415;DAX;DAX
2012-07-25;6387.839844;6406.52002;6.8;91.7;0;1.206185;DAX;DAX
2012-07-26;6393.200195;6582.959961;6.8;91.7;0;1.214034;DAX;DAX
2012-07-27;6605.419922;6689.399902;6.8;91.7;0;1.228049;DAX;DAX
2012-07-30;6729.189941;6774.060059;6.8;91.7;0;1.230466;DAX;DAX
2012-07-31;6780.620117;6772.259766;6.8;91.7;0;1.225941;DAX;DAX
2012-08-01;6775.990234;6754.459961;6.8;92.1;0;1.229407;DAX;DAX
2012-08-02;6756.160156;6606.089844;6.8;92.1;0;1.22414;DAX;DAX
2012-08-03;6626.299805;6865.660156;6.8;92.1;0;1.218027;DAX;DAX
2012-08-06;6845.879883;6918.720215;6.8;92.1;0;1.242854;DAX;DAX
2012-08-07;6909.279785;6967.950195;6.8;92.1;0;1.239004;DAX;DAX
2012-08-08;6944.890137;6966.149902;6.8;92.1;0;1.238697;DAX;DAX
2012-08-09;6979.410156;6964.990234;6.8;92.1;0;1.237333;DAX;DAX
2012-08-10;6927.709961;6944.560059;6.8;92.1;0;1.229407;DAX;DAX
2012-08-13;6935.509766;6909.680176;6.8;92.1;0;1.227717;DAX;DAX
2012-08-14;6965.040039;6974.390137;6.8;92.1;0;1.232742;DAX;DAX
2012-08-15;6953.009766;6946.799805;6.8;92.1;0;1.23259;DAX;DAX
2012-08-16;6958.390137;6996.290039;6.8;92.1;0;1.228954;DAX;DAX
2012-08-17;7011.370117;7040.879883;6.8;92.1;0;1.235788;DAX;DAX
2012-08-20;7037.02002;7033.680176;6.8;92.1;0;1.233259;DAX;DAX
2012-08-21;7048.790039;7089.319824;6.8;92.1;0;1.23533;DAX;DAX
2012-08-22;7048.299805;7017.75;6.8;92.1;0;1.247661;DAX;DAX
2012-08-23;7065.990234;6949.569824;6.8;92.1;0;1.253447;DAX;DAX
2012-08-24;6957.600098;6971.069824;6.8;92.1;0;1.256124;DAX;DAX
2012-08-27;6960.02002;7047.450195;6.8;92.1;0;1.250438;DAX;DAX
2012-08-28;7004.049805;7002.680176;6.8;92.1;0;1.250156;DAX;DAX
2012-08-29;7003.02002;7010.569824;6.8;92.1;0;1.257229;DAX;DAX
2012-08-30;6962.290039;6895.490234;6.8;92.1;0;1.253133;DAX;DAX
2012-08-31;6897.72998;6970.790039;6.8;92.1;0;1.251095;DAX;DAX
2012-09-03;6946.609863;7014.830078;6.5;92.2;0;1.257703;DAX;DAX
2012-09-04;7012.990234;6932.580078;6.5;92.2;0;1.258653;DAX;DAX
2012-09-05;6941.660156;6964.689941;6.5;92.2;0;1.253447;DAX;DAX
2012-09-06;6984.310059;7167.330078;6.5;92.2;0;1.260239;DAX;DAX
2012-09-07;7183.919922;7214.5;6.5;92.2;0;1.263264;DAX;DAX
2012-09-10;7207.959961;7213.700195;6.5;92.2;0;1.279591;DAX;DAX
2012-09-11;7197.200195;7310.109863;6.5;92.2;0;1.276161;DAX;DAX
2012-09-12;7331.580078;7343.529785;6.5;92.2;0;1.285182;DAX;DAX
2012-09-13;7341.779785;7310.319824;6.5;92.2;0;1.290323;DAX;DAX
2012-09-14;7397.97998;7412.129883;6.5;92.2;0;1.299376;DAX;DAX
2012-09-17;7390.290039;7403.689941;6.5;92.2;0;1.311648;DAX;DAX
2012-09-18;7350.089844;7347.689941;6.5;92.2;0;1.311011;DAX;DAX
2012-09-19;7387.180176;7390.759766;6.5;92.2;0;1.304631;DAX;DAX
2012-09-20;7322.620117;7389.490234;6.5;92.2;0;1.305824;DAX;DAX
2012-09-21;7409.339844;7451.620117;6.5;92.2;0;1.297353;DAX;DAX
2012-09-24;7419.649902;7413.160156;6.5;92.2;0;1.296849;DAX;DAX
2012-09-25;7406.220215;7425.109863;6.5;92.2;0;1.294163;DAX;DAX
2012-09-26;7362.97998;7276.509766;6.5;92.2;0;1.290006;DAX;DAX
2012-09-27;7313.149902;7290.02002;6.5;92.2;0;1.288162;DAX;DAX
2012-09-28;7330.609863;7216.149902;6.5;92.2;0;1.291322;DAX;DAX
2012-10-01;7227.810059;7326.72998;6.5;92.2;0;1.280902;DAX;DAX
2012-10-02;7278.129883;7305.859863;6.5;92.2;0;1.288826;DAX;DAX
2012-10-04;7368.209961;7305.209961;6.5;92.2;0;1.292324;DAX;DAX
2012-10-05;7327.700195;7397.870117;6.5;92.2;0;1.301744;DAX;DAX
2012-10-08;7340.390137;7291.209961;6.5;92.2;0;1.301575;DAX;DAX
2012-10-09;7306.330078;7234.529785;6.5;92.2;0;1.29769;DAX;DAX
2012-10-10;7219.459961;7205.22998;6.5;92.2;0;1.285843;DAX;DAX
2012-10-11;7192.75;7281.700195;6.5;92.2;0;1.285843;DAX;DAX
2012-10-12;7260.569824;7232.490234;6.5;92.2;0;1.293326;DAX;DAX
2012-10-15;7237.399902;7261.25;6.5;92.2;0;1.294331;DAX;DAX
2012-10-16;7309.080078;7376.27002;6.5;92.2;0;1.296849;DAX;DAX
2012-10-17;7381.080078;7394.549805;6.5;92.2;0;1.310788;DAX;DAX
2012-10-18;7401.410156;7437.22998;6.5;92.2;0;1.311648;DAX;DAX
2012-10-19;7413.689941;7380.640137;6.5;92.2;0;1.306916;DAX;DAX
2012-10-22;7372.359863;7328.049805;6.5;92.2;0;1.302253;DAX;DAX
2012-10-23;7339.160156;7173.689941;6.5;92.2;0;1.307019;DAX;DAX
2012-10-24;7202.029785;7192.850098;6.5;92.2;0;1.297353;DAX;DAX
2012-10-25;7203.120117;7200.22998;6.5;92.2;0;1.296512;DAX;DAX
2012-10-26;7161.72998;7231.850098;6.5;92.2;0;1.293828;DAX;DAX
2012-10-29;7205.049805;7203.160156;6.5;92.2;0;1.292407;DAX;DAX
2012-10-30;7239.689941;7284.399902;6.5;92.2;0;1.290822;DAX;DAX
2012-10-31;7305.069824;7260.629883;6.5;92.2;0;1.29626;DAX;DAX
2012-11-01;7255.299805;7335.669922;6.5;92.2;0;1.296512;DAX;DAX
2012-11-02;7336.52002;7363.850098;6.5;92.2;0;1.294834;DAX;DAX
2012-11-05;7320.97998;7326.470215;6.5;92.2;0;1.282791;DAX;DAX
2012-11-06;7336.459961;7377.759766;6.5;92.2;0;1.280246;DAX;DAX
2012-11-07;7425.080078;7232.830078;6.5;92.2;0;1.280803;DAX;DAX
2012-11-08;7260.350098;7204.959961;6.5;92.2;0;1.275998;DAX;DAX
2012-11-09;7220.689941;7163.5;6.5;92.2;0;1.274535;DAX;DAX
2012-11-12;7164.680176;7168.759766;6.5;92.2;0;1.272394;DAX;DAX
2012-11-13;7131.600098;7169.120117;6.5;92.2;0;1.270971;DAX;DAX
2012-11-14;7156.339844;7101.919922;6.5;92.2;0;1.270971;DAX;DAX
2012-11-15;7064.990234;7043.419922;6.5;92.2;0;1.273237;DAX;DAX
2012-11-16;7045.629883;6950.529785;6.5;92.2;0;1.278445;DAX;DAX
2012-11-19;7020.22998;7123.839844;6.5;92.2;0;1.27595;DAX;DAX
2012-11-20;7098.129883;7172.990234;6.5;92.2;0;1.276944;DAX;DAX
2012-11-21;7148.910156;7184.709961;6.5;92.2;0;1.281443;DAX;DAX
2012-11-22;7210.459961;7244.990234;6.5;92.2;0;1.286505;DAX;DAX
2012-11-23;7258.330078;7309.129883;6.5;92.2;0;1.287515;DAX;DAX
2012-11-26;7286.689941;7292.029785;6.5;92.2;0;1.296596;DAX;DAX
2012-11-27;7343.009766;7332.330078;6.5;92.2;0;1.298701;DAX;DAX
2012-11-28;7317.490234;7343.410156;6.5;92.2;0;1.293828;DAX;DAX
2012-11-29;7382.549805;7400.959961;6.5;92.2;0;1.295337;DAX;DAX
2012-11-30;7399.089844;7405.5;6.5;92.2;0;1.297353;DAX;DAX
2012-12-03;7427.410156;7435.209961;6.7;92.5;0;1.29968;DAX;DAX
2012-12-04;7428.129883;7435.120117;6.7;92.5;0;1.29968;DAX;DAX
2012-12-05;7480.589844;7454.549805;6.7;92.5;0;1.309929;DAX;DAX
2012-12-06;7469.540039;7534.540039;6.7;92.5;0;1.307019;DAX;DAX
2012-12-07;7539.779785;7517.799805;6.7;92.5;0;1.296344;DAX;DAX
2012-12-10;7484.950195;7530.919922;6.7;92.5;0;1.290606;DAX;DAX
2012-12-11;7529.240234;7589.75;6.7;92.5;0;1.293828;DAX;DAX
2012-12-12;7595.200195;7614.790039;6.7;92.5;0;1.301321;DAX;DAX
2012-12-13;7618.620117;7581.97998;6.7;92.5;0;1.306677;DAX;DAX
2012-12-14;7599.029785;7596.470215;6.7;92.5;0;1.307873;DAX;DAX
2012-12-17;7604.160156;7604.939941;6.7;92.5;0;1.316586;DAX;DAX
2012-12-18;7634.279785;7653.580078;6.7;92.5;0;1.316482;DAX;DAX
2012-12-19;7675.330078;7668.5;6.7;92.5;0;1.323101;DAX;DAX
2012-12-20;7642.990234;7672.100098;6.7;92.5;0;1.321528;DAX;DAX
2012-12-21;7632.410156;7636.22998;6.7;92.5;0;1.323767;DAX;DAX
2012-12-27;7652.27002;7655.879883;6.7;92.5;0;1.322576;DAX;DAX
2012-12-28;7649.890137;7612.390137;6.7;92.5;0;1.32503;DAX;DAX
2013-01-02;7689.459961;7778.779785;7.4;92.1;0;1.319784;DAX;DAX
2013-01-03;7762.129883;7756.439941;7.4;92.1;0;1.318218;DAX;DAX
2013-01-04;7740.990234;7776.370117;7.4;92.1;0;1.303271;DAX;DAX
2013-01-07;7760.009766;7732.660156;7.4;92.1;0;1.306745;DAX;DAX
2013-01-08;7710.700195;7695.830078;7.4;92.1;0;1.312508;DAX;DAX
2013-01-09;7713.569824;7720.470215;7.4;92.1;0;1.308233;DAX;DAX
2013-01-10;7732.140137;7708.470215;7.4;92.1;0;1.305483;DAX;DAX
2013-01-11;7725.930176;7715.529785;7.4;92.1;0;1.327316;DAX;DAX
2013-01-14;7737.609863;7729.52002;7.4;92.1;0;1.336202;DAX;DAX
2013-01-15;7704.049805;7675.910156;7.4;92.1;0;1.337793;DAX;DAX
2013-01-16;7661.609863;7691.129883;7.4;92.1;0;1.330849;DAX;DAX
2013-01-17;7677.279785;7735.459961;7.4;92.1;0;1.32908;DAX;DAX
2013-01-18;7747.129883;7702.22998;7.4;92.1;0;1.337256;DAX;DAX
2013-01-21;7727.77002;7748.859863;7.4;92.1;0;1.332001;DAX;DAX
2013-01-22;7741.879883;7696.209961;7.4;92.1;0;1.33115;DAX;DAX
2013-01-23;7702.919922;7707.540039;7.4;92.1;0;1.331398;DAX;DAX
2013-01-24;7700.529785;7748.129883;7.4;92.1;0;1.330849;DAX;DAX
2013-01-25;7746.779785;7857.970215;7.4;92.1;0;1.336934;DAX;DAX
2013-01-28;7859.830078;7833;7.4;92.1;0;1.346602;DAX;DAX
2013-01-29;7841.959961;7848.569824;7.4;92.1;0;1.344628;DAX;DAX
2013-01-30;7855.680176;7811.310059;7.4;92.1;0;1.349164;DAX;DAX
2013-01-31;7800.450195;7776.049805;7.4;92.1;0;1.356834;DAX;DAX
2013-02-01;7792.589844;7833.390137;7.4;92.6;0;1.3611;DAX;DAX
2013-02-04;7822.540039;7638.22998;7.4;92.6;0;1.364871;DAX;DAX
2013-02-05;7643.540039;7664.660156;7.4;92.6;0;1.351169;DAX;DAX
2013-02-06;7665.879883;7581.180176;7.4;92.6;0;1.358142;DAX;DAX
2013-02-07;7581.370117;7590.850098;7.4;92.6;0;1.352393;DAX;DAX
2013-02-08;7607.569824;7652.140137;7.4;92.6;0;1.338939;DAX;DAX
2013-02-11;7627.720215;7633.740234;7.4;92.6;0;1.336827;DAX;DAX
2013-02-12;7619.120117;7660.189941;7.4;92.6;0;1.340357;DAX;DAX
2013-02-13;7678.47998;7711.890137;7.4;92.6;0;1.345207;DAX;DAX
2013-02-14;7697.890137;7631.189941;7.4;92.6;0;1.344447;DAX;DAX
2013-02-15;7636.259766;7593.509766;7.4;92.6;0;1.335292;DAX;DAX
2013-02-18;7591.080078;7628.72998;7.4;92.6;0;1.334401;DAX;DAX
2013-02-19;7614.100098;7752.450195;7.4;92.6;0;1.334721;DAX;DAX
2013-02-20;7747.209961;7728.899902;7.4;92.6;0;1.339585;DAX;DAX
2013-02-21;7681.609863;7583.569824;7.4;92.6;0;1.327316;DAX;DAX
2013-02-22;7619.810059;7661.910156;7.4;92.6;0;1.319435;DAX;DAX
2013-02-25;7731.799805;7773.189941;7.4;92.6;0;1.319592;DAX;DAX
2013-02-26;7682.240234;7597.109863;7.4;92.6;0;1.306506;DAX;DAX
2013-02-27;7641.839844;7675.830078;7.4;92.6;0;1.306592;DAX;DAX
2013-02-28;7712.200195;7741.700195;7.4;92.6;0;1.315097;DAX;DAX
2013-03-01;7735.350098;7708.160156;7.3;93;0;1.305995;DAX;DAX
2013-03-04;7654.669922;7691.680176;7.3;93;0;1.301693;DAX;DAX
2013-03-05;7779.620117;7870.310059;7.3;93;0;1.303611;DAX;DAX
2013-03-06;7907.390137;7919.330078;7.3;93;0;1.304853;DAX;DAX
2013-03-07;7934.189941;7939.77002;7.3;93;0;1.297858;DAX;DAX
2013-03-08;7970.660156;7986.470215;7.3;93;0;1.311131;DAX;DAX
2013-03-11;7967.459961;7984.290039;7.3;93;0;1.298802;DAX;DAX
2013-03-12;7970.830078;7966.120117;7.3;93;0;1.303271;DAX;DAX
2013-03-13;7964.77002;7970.910156;7.3;93;0;1.302932;DAX;DAX
2013-03-14;8013.25;8058.370117;7.3;93;0;1.29584;DAX;DAX
2013-03-15;8074.029785;8042.850098;7.3;93;0;1.301236;DAX;DAX
2013-03-18;7924.040039;8010.700195;7.3;93;0;1.289275;DAX;DAX
2013-03-19;7980.540039;7947.790039;7.3;93;0;1.294498;DAX;DAX
2013-03-20;7995.589844;8001.970215;7.3;93;0;1.286389;DAX;DAX
2013-03-21;7989.589844;7932.509766;7.3;93;0;1.294163;DAX;DAX
2013-03-22;7917.640137;7911.350098;7.3;93;0;1.290489;DAX;DAX
2013-03-25;7988.27002;7870.899902;7.3;93;0;1.302406;DAX;DAX
2013-03-26;7889.149902;7879.669922;7.3;93;0;1.285843;DAX;DAX
2013-03-27;7905.959961;7789.089844;7.3;93;0;1.286008;DAX;DAX
2013-03-28;7791.140137;7795.310059;7.3;93;0;1.277792;DAX;DAX
2013-04-02;7806.120117;7943.870117;7.1;92.6;0;1.285017;DAX;DAX
2013-04-03;7926.879883;7874.75;7.1;92.6;0;1.282051;DAX;DAX
2013-04-04;7902.859863;7817.390137;7.1;92.6;0;1.285017;DAX;DAX
2013-04-05;7820.689941;7658.75;7.1;92.6;0;1.292825;DAX;DAX
2013-04-08;7669.040039;7662.640137;7.1;92.6;0;1.299207;DAX;DAX
2013-04-09;7704.350098;7637.509766;7.1;92.6;0;1.302932;DAX;DAX
2013-04-10;7664.160156;7810.629883;7.1;92.6;0;1.308027;DAX;DAX
2013-04-11;7799.310059;7871.629883;7.1;92.6;0;1.305534;DAX;DAX
2013-04-12;7831.870117;7744.77002;7.1;92.6;0;1.311475;DAX;DAX
2013-04-15;7740.540039;7712.629883;7.1;92.6;0;1.309929;DAX;DAX
2013-04-16;7680.779785;7682.580078;7.1;92.6;0;1.305466;DAX;DAX
